company_id,type,rule_id,text,confidence_pct
ULTRACEMCO,Pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,92
ULTRACEMCO,Pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
ULTRACEMCO,Pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,91
ULTRACEMCO,Pro,P10,Strong cash conversion with operating cash flow consistently supporting reported profits,90
UNIONBANK,Con,C03,High debt levels increase financial risk and interest burden.,91
UNIONBANK,Pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88
UNIONBANK,Pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
UNITDSPR,Pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,92
UNITDSPR,Con,C05,Revenue growth below 5% over five years indicates slow business expansion.,88
UNITDSPR,Pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,91
VBL,Pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88
VBL,Con,C06,Negative free cash flow may indicate pressure on cash generation and future investments,90
VBL,Pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
VBL,Pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,91
VBL,Pro,P10,Strong cash conversion with operating cash flow consistently supporting reported profits,90
VEDL,Pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
VEDL,Pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,92
VEDL,Con,C03,High debt levels increase financial risk and interest burden.,91
VEDL,Pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,89
WIPRO,Pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,91
WIPRO,Pro,P10,Strong cash conversion with operating cash flow consistently supporting reported profits,90
ZOMATO,Pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88
ZOMATO,Pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,91
ZOMATO,Pro,P10,Strong cash conversion with operating cash flow consistently supporting reported profits,90
ZOMATO,Con,C01,Low return on equity indicates weak shareholder returns,90
ZYDUSLIFE,Pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
ZYDUSLIFE,Pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,92
ZYDUSLIFE,Pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,89
ZYDUSLIFE,Pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,91
